Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2021/MHR/Drop/0008,2022-08-02,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/0008,2022-12-30,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/0008,2022-11-30,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-06-14,Imported Dispatches,80,Auto,Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-08-11,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-08-18,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-08-20,Imported Dispatches,120,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-08-31,Imported Dispatches,120,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-09-05,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-09-13,Imported Dispatches,210,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-09-20,Imported Dispatches,130,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-09-28,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-12-14,Imported Dispatches,70,Auto,Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-12-20,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2021-12-28,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-01-10,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-01-17,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-02-21,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-02-28,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-03-07,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-03-14,Imported Dispatches,560,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-03-21,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-03-28,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-04-11,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-04-04,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-04-18,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-04-25,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-05-02,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-05-09,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-05-17,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-05-23,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-06-06,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-06-14,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-06-20,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-06-27,Imported Dispatches,480,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-07-04,Imported Dispatches,320,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-07-11,Imported Dispatches,320,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-07-19,Imported Dispatches,480,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-07-25,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-08-01,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-08-09,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-08-16,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-08-29,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-09-15,Imported Dispatches,560,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-10-17,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-11-07,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-11-21,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-11-28,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2022-12-12,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-02-20,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-03-06,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-03-22,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-04-17,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-04-03,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-05-22,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-06-05,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-06-27,Imported Dispatches,780,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-07-17,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-07-10,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-08-07,Imported Dispatches,850,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-08-23,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/001,2023-09-11,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-01-30,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-03-22,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-03-28,Imported Dispatches,280,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-04-27,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-06-14,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-08-02,Imported Dispatches,60,Auto,Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-09-02,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-10-21,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2022-11-30,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2023-01-10,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2023-02-18,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2023-03-20,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2023-06-16,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2023-05-30,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2023-04-25,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5769,2024-03-15,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-01-06,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-01-30,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-03-28,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-04-27,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-06-28,Imported Dispatches,340,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-08-10,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-09-02,Imported Dispatches,355,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2022-10-21,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2023-01-10,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2023-02-18,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2023-06-17,Imported Dispatches,280,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2023-03-20,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2023-04-25,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MHR/DC/5761,2024-03-13,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2021-08-16,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2021-09-25,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-01-06,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-01-30,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-03-03,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-03-22,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-03-28,Imported Dispatches,40,Cab,Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-04-27,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-06-14,Imported Dispatches,750,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-11-21,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2022-11-30,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2023-02-18,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2023-01-10,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2023-03-20,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/007,2023-05-30,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-04-11,Imported Dispatches,180,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-04-04,Imported Dispatches,60,Auto,Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-04-16,Imported Dispatches,240,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-04-25,Imported Dispatches,240,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-05-02,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-05-09,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-05-17,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-05-26,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-06-06,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-06-14,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-06-20,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-06-27,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-07-11,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-07-19,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-07-25,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-08-01,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-08-09,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-08-16,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-08-29,Imported Dispatches,380,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-09-15,Imported Dispatches,90,Auto,Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-10-17,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-10-10,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-11-07,Imported Dispatches,80,Auto,Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-11-21,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-11-28,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-12-12,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2022-12-19,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Mumbai
2021/MHR/Drop/010,2023-01-05,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Mumbai
2025/MPR/DC/7160,2021-12-03,Imported Dispatches,5000,17ft Truck (5000 KG),Full,Dropping Center,Goonj Mumbai
2021/UTR/Drop/005,2021-06-14,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-07-24,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-08-17,Imported Dispatches,450,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-10-04,Imported Dispatches,87,Auto,Full,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-11-30,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-12-04,Imported Dispatches,650,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-12-04,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-12-22,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Dhalwala
2021/UTR/Drop/005,2021-12-29,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Dhalwala
2025/UTR/DC/5696,2021-04-22,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-09-20,Imported Dispatches,3000,14ft Truck (3500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-09-27,Imported Dispatches,2800,14ft Truck (3500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-04-24,Imported Dispatches,126,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-07-26,Imported Dispatches,252,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-09-15,Imported Dispatches,381,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-09-20,Imported Dispatches,560,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-10-04,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-11-01,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-12-15,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2021-12-13,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2022-06-26,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2023-06-05,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2023-08-28,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2023-09-04,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2023-11-26,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2023-12-18,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-01-08,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-01-02,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-01-08,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-01-27,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-01-22,Imported Dispatches,550,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-01-15,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-02-12,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-02-26,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-03-18,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-04-08,Imported Dispatches,2000,Tata 407 (2500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-04-15,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-04-22,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-04-29,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-05-13,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-05-20,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-06-03,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-06-17,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-06-24,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-07-01,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-07-08,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-07-15,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-07-22,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-07-29,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-08-05,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-08-27,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-09-02,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Rishikesh Shyampur
2025/UTR/DC/5696,2024-02-09,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-04-09,Imported Dispatches,1100,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-11-09,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-10-30,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-07-10,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-02-10,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-10-30,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-11-11,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-06-11,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-10-30,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-02-12,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-09-12,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-04-12,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-11-12,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2024-10-30,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5696,2025-06-01,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
