Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2025/DEL/DC/6792,09/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6792,26/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6792,12/31/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,7
2025/DEL/DC/6793,01/03/2024,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6793,06/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6793,11/03/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6793,04/04/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,7
2025/DEL/DC/6793,01/05/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6793,04/06/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,7
2025/DEL/DC/6793,03/07/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,7
2025/DEL/DC/6793,10/8/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6793,12/5/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6816,14/04/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6816,21/05/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,7
2025/DEL/DC/6816,03/08/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6816,11/9/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6816,12/3/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6816,12/11/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/DEL/DC/6816,12/13/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,7
2025/HRY/DC/6769,24/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,9/3/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,9/12/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,9/27/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,11/22/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,12/30/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,12/30/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/6769,1/13/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/7032,10/9/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/HRY/DC/7032,10/29/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,7
2025/PNB/DC/6988,03/06/2024,Imported Dispatches,5000,17ft Truck (5000 KG),Full,Dropping Center,7
2025/RAJ/DC/6953,03/08/2024,Imported Dispatches,3000,14ft Truck (3500 KG),Full,Dropping Center,7
2025/RAJ/DC/6953,10/19/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,7
